id,food_cd,group_name,food_name,research_year,maker_name,ref_name,serving_size,calorie,carbohydrate,protein,province,sugars,salt,cholesterol,saturated_fatty_acids,trans_fat
6055,D016632,빵류,사르르 고구마 케이크 빵,2019,뚜레쥬르,식약처('19),128,385.0,0.0,7.0,0.0,27.0,260.0,0.0,12.0,0.0
6056,D016633,빵류,달콤한 흑당 꿀 도넛 (3개입),2019,뚜레쥬르,식약처('19),159,570.0,0.0,9.0,0.0,19.0,940.0,0.0,8.0,0.0
6057,D016634,빵류,베리베리 건강브레드 (소),2019,뚜레쥬르,식약처('19),95,280.0,0.0,7.0,0.0,10.0,400.0,0.0,0.6,0.0
6058,D016635,빵류,생크림 만난 마롱 브레드,2019,뚜레쥬르,식약처('19),110,455.0,0.0,9.0,0.0,21.0,360.0,0.0,13.0,0.0
6059,D016636,빵류,베리베리 건강브레드 (대),2019,뚜레쥬르,식약처('19),102,280.0,0.0,7.0,0.0,11.0,400.0,0.0,0.6,0.0
6060,D016637,빵류,초코칩트위스트,2019,뚜레쥬르,식약처('19),76,325.0,0.0,6.0,0.0,12.0,280.0,0.0,11.0,0.0
6061,D016638,빵류,고소하고 쫄깃한 찹쌀브레드,2019,뚜레쥬르,식약처('19),75,255.0,0.0,6.0,0.0,10.0,270.0,0.0,2.8,0.0
6062,D016639,빵류,슈크림소보로,2019,뚜레쥬르,식약처('19),114,510.0,0.0,10.0,0.0,26.0,330.0,0.0,16.0,0.0
6063,D016640,빵류,새콤달콤 유자파이,2019,뚜레쥬르,식약처('19),100,365.0,0.0,6.0,0.0,9.0,370.0,0.0,12.0,0.0
6064,D016641,빵류,라우겐(2개입),2019,뚜레쥬르,식약처('19),156,430.0,0.0,13.0,0.0,6.0,1070.0,0.0,0.8,0.0
6065,D016642,빵류,흑심 품은 맘모스 (대),2019,뚜레쥬르,식약처('19),310,1075.0,0.0,25.0,0.0,76.0,620.0,0.0,19.0,0.0
6066,D016643,빵류,생크림 듬뿍 망고 패스트리,2019,뚜레쥬르,식약처('19),100,330.0,0.0,5.0,0.0,22.0,200.0,0.0,9.0,0.0
6067,D016644,빵류,요거크림 듬뿍 블루베리 패스트리,2019,뚜레쥬르,식약처('19),90,325.0,0.0,5.0,0.0,18.0,210.0,0.0,10.0,0.0
6068,D016645,빵류,크림 듬뿍 파이슈,2019,뚜레쥬르,식약처('19),150,455.0,0.0,7.0,0.0,21.0,260.0,0.0,17.0,0.0
6069,D016646,빵류,NEW정통고로케,2019,뚜레쥬르,식약처('19),108,315.0,0.0,8.0,0.0,4.0,370.0,0.0,4.3,0.0
6070,D016647,빵류,NEW김치고로케,2019,뚜레쥬르,식약처('19),132,375.0,0.0,8.0,0.0,6.0,360.0,0.0,5.0,0.0
6071,D016648,빵류,NEW바베큐치킨고로케,2019,뚜레쥬르,식약처('19),114,360.0,0.0,9.0,0.0,10.0,380.0,0.0,4.7,0.0
6072,D016649,빵류,치킨마요브레드,2019,뚜레쥬르,식약처('19),125,365.0,0.0,15.0,0.0,7.0,600.0,0.0,6.0,0.0
6073,D016650,빵류,부추잡채고로케,2019,뚜레쥬르,식약처('19),110,320.0,0.0,6.0,0.0,4.0,350.0,0.0,4.5,0.0
6074,D016651,빵류,골든피치패스트리,2019,뚜레쥬르,식약처('19),140,405.0,0.0,8.0,0.0,27.0,290.0,0.0,10.0,0.0
6075,D016652,빵류,청포도패스트리,2019,뚜레쥬르,식약처('19),75,215.0,0.0,4.0,0.0,14.0,150.0,0.0,5.0,0.0
6076,D016653,빵류,TLJ 옥수수 듬뿍 옥수수식빵,2019,뚜레쥬르,식약처('19),342,950.0,0.0,25.0,0.0,26.0,1110.0,0.0,10.0,0.0
6077,D016654,빵류,소금버터빵,2019,뚜레쥬르,식약처('19),75,320.0,0.0,5.0,0.0,4.0,460.0,0.0,13.0,0.0
6078,D016655,빵류,빵속에리얼초코,2019,뚜레쥬르,식약처('19),76,200.0,0.0,5.0,0.0,6.0,180.0,0.0,6.0,0.0
6079,D016656,빵류,아몬드보스톡,2019,뚜레쥬르,식약처('19),70,300.0,0.0,5.0,0.0,18.0,160.0,0.0,7.0,0.0
6080,D016657,빵류,카라멜러스크,2019,뚜레쥬르,식약처('19),75,270.0,0.0,4.0,0.0,12.0,170.0,0.0,10.0,0.0
6081,D016658,빵류,NEW고소한후랑크소시지,2019,뚜레쥬르,식약처('19),91,285.0,0.0,11.0,0.0,8.0,550.0,0.0,6.0,0.0
6082,D016659,빵류,NEW어니언소시지포카치아,2019,뚜레쥬르,식약처('19),128,490.0,0.0,10.0,0.0,17.0,420.0,0.0,11.0,0.0
6083,D016660,빵류,크림가득 인절미 브레드,2019,뚜레쥬르,식약처('19),133,615.0,0.0,12.0,0.0,26.0,350.0,0.0,18.0,0.0
6084,D016661,빵류,오리지널뺑오쇼콜라,2019,뚜레쥬르,식약처('19),58,230.0,0.0,5.0,0.0,12.0,190.0,0.0,5.0,0.0
6085,D016662,빵류,NEW단팥소보로,2019,뚜레쥬르,식약처('19),110,410.0,0.0,11.0,0.0,32.0,260.0,0.0,3.4,0.0
6086,D016663,빵류,신선함이 가득한 11시 생크림식빵,2019,뚜레쥬르,식약처('19),82,240.0,0.0,7.0,0.0,6.0,440.0,0.0,3.1,0.0
6087,D016664,빵류,탕종법으로 만든 쫄깃한 식빵,2019,뚜레쥬르,식약처('19),78,170.0,0.0,5.0,0.0,4.0,310.0,0.0,1.1,0.0
6088,D016665,빵류,후레쉬 크림빵,2019,뚜레쥬르,식약처('19),76,265.0,0.0,6.0,0.0,11.0,300.0,0.0,6.0,0.0
6089,D016666,빵류,쫄깃한 찹쌀도넛,2019,뚜레쥬르,식약처('19),81,275.0,0.0,5.0,0.0,19.0,320.0,0.0,1.9,0.0
6090,D016667,빵류,호두 연유 바게트,2019,뚜레쥬르,식약처('19),213,750.0,0.0,18.0,0.0,14.0,980.0,0.0,11.0,0.0
6091,D016668,빵류,한입쏘옥 크림치즈파이,2019,뚜레쥬르,식약처('19),29,130.0,0.0,1.0,0.0,3.0,90.0,0.0,6.0,0.0
6092,D016669,빵류,오리지널 크라상,2019,뚜레쥬르,식약처('19),58,260.0,0.0,4.0,0.0,6.0,470.0,0.0,10.0,0.0
6093,D016670,빵류,프랑보아즈 아몬드 크라상,2019,뚜레쥬르,식약처('19),114,450.0,0.0,7.0,0.0,25.0,260.0,0.0,12.0,0.0
6094,D016671,빵류,밤이 듬뿍 맘모스(소),2019,뚜레쥬르,식약처('19),175,645.0,0.0,11.0,0.0,47.0,300.0,0.0,13.0,0.0
6095,D016672,빵류,통큰양파빵,2019,뚜레쥬르,식약처('19),186,605.0,0.0,17.0,0.0,17.0,810.0,0.0,11.0,0.0
6096,D016673,빵류,퀸즈 브리오쉬 브레드,2019,뚜레쥬르,식약처('19),254,885.0,0.0,19.0,0.0,53.0,910.0,0.0,23.0,0.0
6097,D016674,빵류,담백하고쫄깃한탕종브레드,2019,뚜레쥬르,식약처('19),77,165.0,0.0,5.0,0.0,4.0,300.0,0.0,1.1,0.0
6098,D016675,빵류,핫도그패스트리,2019,뚜레쥬르,식약처('19),127,345.0,0.0,13.0,0.0,12.0,790.0,0.0,5.0,0.0
6099,D016676,빵류,밤이 듬뿍 맘모스(대),2019,뚜레쥬르,식약처('19),350,1290.0,0.0,23.0,0.0,93.0,610.0,0.0,27.0,0.0
6100,D016677,빵류,오리지널 생크림 크라상,2019,뚜레쥬르,식약처('19),71,305.0,0.0,4.0,0.0,6.0,250.0,0.0,13.0,0.0
6101,D016678,빵류,카페모카빵(소),2019,뚜레쥬르,식약처('19),128,460.0,0.0,10.0,0.0,17.0,380.0,0.0,10.0,0.0
6102,D016679,빵류,스윗 갈릭킹,2019,뚜레쥬르,식약처('19),100,405.0,0.0,5.0,0.0,17.0,350.0,0.0,15.0,0.0
6103,D016680,빵류,"겉은바삭, 속은 촉촉한 플레인스콘",2019,뚜레쥬르,식약처('19),67,295.0,0.0,6.0,0.0,9.0,240.0,0.0,8.0,0.0
6104,D016681,빵류,"겉은바삭, 속은 촉촉한 쇼콜라스콘",2019,뚜레쥬르,식약처('19),67,300.0,0.0,6.0,0.0,9.0,220.0,0.0,8.0,0.0
6105,D016682,빵류,낙엽소시지브레드,2019,뚜레쥬르,식약처('19),133,360.0,0.0,13.0,0.0,7.0,650.0,0.0,8.0,0.0
6106,D016683,빵류,동글동글순치즈,2019,뚜레쥬르,식약처('19),106,310.0,0.0,7.0,0.0,17.0,330.0,0.0,10.0,0.0
6107,D016684,빵류,카페 카야번,2019,뚜레쥬르,식약처('19),90,330.0,0.0,7.0,0.0,20.0,300.0,0.0,7.0,0.0
6108,D016685,빵류,순우유브레드,2019,뚜레쥬르,식약처('19),114,435.0,0.0,10.0,0.0,20.0,460.0,0.0,10.0,0.0
6109,D016686,빵류,뉴패스트리도넛,2019,뚜레쥬르,식약처('19),49,190.0,0.0,3.0,0.0,7.0,210.0,0.0,4.4,0.0
6110,D016687,빵류,맘모스빵 (소),2019,뚜레쥬르,식약처('19),130,450.0,0.0,9.0,0.0,23.0,460.0,0.0,10.0,0.0
6111,D016688,빵류,땅콩크림밀크브레드,2019,뚜레쥬르,식약처('19),71,260.0,0.0,6.0,0.0,8.0,230.0,0.0,6.0,0.0
6112,D016689,빵류,허니밀크브레드,2019,뚜레쥬르,식약처('19),242,875.0,0.0,18.0,0.0,47.0,860.0,0.0,18.0,0.0
6113,D016690,빵류,순꿀 호떡,2019,뚜레쥬르,식약처('19),71,210.0,0.0,4.0,0.0,17.0,170.0,0.0,1.8,0.0
6114,D016691,빵류,추억의 옥수수소보로,2019,뚜레쥬르,식약처('19),109,405.0,0.0,9.0,0.0,8.0,320.0,0.0,13.0,0.0
6115,D016692,빵류,NEW 빵 속에 순치즈,2019,뚜레쥬르,식약처('19),82,240.0,0.0,6.0,0.0,6.0,310.0,0.0,7.0,0.0
6116,D016693,빵류,한겹한겹 촉촉한 밀크브레드,2019,뚜레쥬르,식약처('19),128,445.0,0.0,10.0,0.0,25.0,420.0,0.0,7.0,0.0
6117,D016694,빵류,NEW 빵 속에 순우유,2019,뚜레쥬르,식약처('19),73,185.0,0.0,5.0,0.0,9.0,250.0,0.0,3.4,0.0
6118,D016695,빵류,순 애플링,2019,뚜레쥬르,식약처('19),173,555.0,0.0,13.0,0.0,25.0,580.0,0.0,12.0,0.0
6119,D016696,빵류,쫄깃한 치즈스틱,2019,뚜레쥬르,식약처('19),57,210.0,0.0,4.0,0.0,3.0,350.0,0.0,4.8,0.0
6120,D016697,빵류,크랜베리애플크림치즈,2019,뚜레쥬르,식약처('19),82,240.0,0.0,5.0,0.0,10.0,300.0,0.0,5.0,0.0
6121,D016698,빵류,겹겹이 밀크롤인,2019,뚜레쥬르,식약처('19),20,63.0,0.0,2.0,0.0,3.0,58.0,0.0,0.6,0.0
6122,D016699,빵류,크림치즈브레드,2019,뚜레쥬르,식약처('19),76,245.0,0.0,6.0,0.0,9.0,320.0,0.0,6.0,0.0
6123,D016700,빵류,잡곡고구마찹쌀브레드,2019,뚜레쥬르,식약처('19),256,695.0,0.0,16.0,0.0,49.0,840.0,0.0,7.0,0.0
6124,D016701,빵류,메론빵,2019,뚜레쥬르,식약처('19),72,260.0,0.0,6.0,0.0,13.0,250.0,0.0,4.8,0.0
6125,D016702,빵류,NEW 블루베리 크림치즈,2019,뚜레쥬르,식약처('19),79,235.0,0.0,6.0,0.0,8.0,320.0,0.0,4.6,0.0
6126,D016703,빵류,카페모카빵(대),2019,뚜레쥬르,식약처('19),257,925.0,0.0,21.0,0.0,34.0,760.0,0.0,20.0,0.0
6127,D016704,빵류,단팥앙금롤브레드,2019,뚜레쥬르,식약처('19),280,925.0,0.0,25.0,0.0,58.0,700.0,0.0,11.0,0.0
6128,D016705,빵류,동글동글순우유롤,2019,뚜레쥬르,식약처('19),345,1250.0,0.0,26.0,0.0,41.0,1340.0,0.0,31.0,0.0
6129,D016706,빵류,부드러운후레쉬크림샌드빵,2019,뚜레쥬르,식약처('19),71,275.0,0.0,4.0,0.0,11.0,280.0,0.0,9.0,0.0
6130,D016707,빵류,깨찰빵,2019,뚜레쥬르,식약처('19),48,180.0,0.0,2.0,0.0,2.0,210.0,0.0,3.1,0.0
6131,D016708,빵류,맘모스빵(대),2019,뚜레쥬르,식약처('19),250,860.0,0.0,17.0,0.0,43.0,890.0,0.0,19.0,0.0
6132,D016709,빵류,진짜고소한땅콩크림빵,2019,뚜레쥬르,식약처('19),49,350.0,0.0,9.0,0.0,9.0,240.0,0.0,10.0,0.0
6133,D016710,빵류,호두가오독오독씹히는단팥빵,2019,뚜레쥬르,식약처('19),107,435.0,0.0,11.0,0.0,28.0,300.0,0.0,3.8,0.0
6134,D016711,빵류,땅콩크림소보로,2019,뚜레쥬르,식약처('19),102,465.0,0.0,8.0,0.0,21.0,290.0,0.0,16.0,0.0
6135,D016712,빵류,연유크림만난단팥빵,2019,뚜레쥬르,식약처('19),105,340.0,0.0,9.0,0.0,21.0,320.0,0.0,4.8,0.0
6136,D016713,빵류,행복한바나나,2019,뚜레쥬르,식약처('19),76,240.0,0.0,6.0,0.0,15.0,270.0,0.0,3.2,0.0
6137,D016714,빵류,초코가나슈크림빵,2019,뚜레쥬르,식약처('19),76,270.0,0.0,5.0,0.0,28.0,260.0,0.0,2.5,0.0
6138,D016715,빵류,슈크림빵,2019,뚜레쥬르,식약처('19),85,260.0,0.0,6.0,0.0,14.0,220.0,0.0,4.6,0.0
6139,D016716,빵류,단팥빵,2019,뚜레쥬르,식약처('19),86,265.0,0.0,7.0,0.0,18.0,270.0,0.0,1.8,0.0
6140,D016717,빵류,소보로빵,2019,뚜레쥬르,식약처('19),76,315.0,0.0,6.0,0.0,16.0,260.0,0.0,9.0,0.0
6141,D016718,빵류,완두앙금빵,2019,뚜레쥬르,식약처('19),80,255.0,0.0,5.0,0.0,16.0,230.0,0.0,1.8,0.0
6142,D016719,빵류,초코소라빵,2019,뚜레쥬르,식약처('19),68,245.0,0.0,4.0,0.0,28.0,220.0,0.0,2.2,0.0
6143,D016720,빵류,까까웨뜨,2019,뚜레쥬르,식약처('19),79,325.0,0.0,5.0,0.0,11.0,220.0,0.0,11.0,0.0
6144,D016721,과자류,더블초코칩쿠키,2019,뚜레쥬르,식약처('19),36,160.0,0.0,0.7,0.0,11.0,95.0,0.0,2.8,0.0
6145,D016722,과자류,청키초코칩쿠키,2019,뚜레쥬르,식약처('19),36,155.0,0.0,0.7,0.0,11.0,95.0,0.0,2.8,0.0
6146,D016723,과자류,피넛버터쿠키,2019,뚜레쥬르,식약처('19),36,175.0,0.0,0.7,0.0,12.0,100.0,0.0,3.7,0.0
6147,D016724,빵류,겹겹이 치즈스틱,2019,뚜레쥬르,식약처('19),20,64.0,0.0,2.0,0.0,3.0,72.0,0.0,0.6,0.0
6148,D016725,빵류,띠띠뽀띠띠뽀미니샌드피넛,2019,뚜레쥬르,식약처('19),65,215.0,0.0,5.0,0.0,7.0,290.0,0.0,3.8,0.0
6149,D016726,빵류,띠띠뽀띠띠뽀미니샌드스트로베리,2019,뚜레쥬르,식약처('19),65,215.0,0.0,5.0,0.0,8.0,290.0,0.0,3.6,0.0
6150,D016727,빵류,팥과 크림이 꽉찬 크리미 단팥,2019,뚜레쥬르,식약처('19),90,305.0,0.0,5.0,0.0,19.0,190.0,0.0,5.0,0.0
6151,D016728,빵류,한입두입미니단팥빵,2019,뚜레쥬르,식약처('19),160,516.0,0.0,13.0,0.0,30.0,524.0,0.0,7.0,0.0
6152,D016729,빵류,TLJ 옥수수식빵,2019,뚜레쥬르,식약처('19),513,1425.0,0.0,38.0,0.0,39.0,1670.0,0.0,14.0,0.0
6153,D016730,빵류,진한두유검은콩식빵,2019,뚜레쥬르,식약처('19),74,225.0,0.0,7.0,0.0,8.0,420.0,0.0,2.4,0.0
6154,D016731,빵류,모카패스트리식빵,2019,뚜레쥬르,식약처('19),72,250.0,0.0,6.0,0.0,9.0,260.0,0.0,7.0,0.0
6155,D016732,빵류,호박패스트리식빵,2019,뚜레쥬르,식약처('19),341,1285.0,0.0,29.0,0.0,37.0,1770.0,0.0,33.0,0.0
6156,D016733,빵류,롤치즈식빵,2019,뚜레쥬르,식약처('19),78,235.0,0.0,8.0,0.0,6.0,400.0,0.0,3.7,0.0
6157,D016734,빵류,밤식빵,2019,뚜레쥬르,식약처('19),460,1440.0,0.0,28.0,0.0,101.0,1140.0,0.0,17.0,0.0
6158,D016735,빵류,데니쉬식빵,2019,뚜레쥬르,식약처('19),72,260.0,0.0,5.0,0.0,6.0,320.0,0.0,11.0,0.0
6159,D016736,빵류,딸기잼 듬뿍 미니식빵,2019,뚜레쥬르,식약처('19),295,890.0,0.0,19.0,0.0,62.0,930.0,0.0,12.0,0.0
6160,D016737,빵류,순수한맛 순우유식빵,2019,뚜레쥬르,식약처('19),82,230.0,0.0,7.0,0.0,7.0,410.0,0.0,2.7,0.0
6161,D016738,빵류,순수한맛 순우유롤(봉),2019,뚜레쥬르,식약처('19),92,295.0,0.0,8.0,0.0,7.0,440.0,0.0,6.0,0.0
6162,D016739,빵류,데일리 우유식빵,2019,뚜레쥬르,식약처('19),100,280.0,0.0,8.0,0.0,8.0,420.0,0.0,3.0,0.0
6163,D016740,빵류,열두가지 곡물식빵,2019,뚜레쥬르,식약처('19),100,290.0,0.0,10.0,0.0,6.0,480.0,0.0,3.3,0.0
6164,D016741,빵류,바로굽는 토스트식빵,2019,뚜레쥬르,식약처('19),100,310.0,0.0,8.0,0.0,5.0,430.0,0.0,6.0,0.0
6165,D016742,빵류,담백한 모닝식빵,2019,뚜레쥬르,식약처('19),100,280.0,0.0,10.0,0.0,7.0,460.0,0.0,2.3,0.0
6166,D016743,빵류,호박검은깨식빵,2019,뚜레쥬르,식약처('19),100,290.0,0.0,9.0,0.0,7.0,430.0,0.0,2.7,0.0
6167,D016744,빵류,깨찰도넛,2019,뚜레쥬르,식약처('19),56,215.0,0.0,2.0,0.0,2.0,200.0,0.0,3.8,0.0
6168,D016745,빵류,프리미엄단팥도넛,2019,뚜레쥬르,식약처('19),108,430.0,0.0,8.0,0.0,30.0,300.0,0.0,3.9,0.0
6169,D016746,빵류,렛츠트위스트,2019,뚜레쥬르,식약처('19),48,165.0,0.0,3.0,0.0,3.0,240.0,0.0,2.1,0.0
6170,D016747,빵류,옥수수트위스트,2019,뚜레쥬르,식약처('19),76,255.0,0.0,5.0,0.0,8.0,230.0,0.0,4.7,0.0
6171,D016748,빵류,엄마랑장볼때먹던 그때그도나쓰,2019,뚜레쥬르,식약처('19),135,435.0,0.0,5.0,0.0,21.0,640.0,0.0,4.7,0.0
6172,D016749,빵류,슈거글레이즈드도넛,2019,뚜레쥬르,식약처('19),50,175.0,0.0,3.0,0.0,10.0,180.0,0.0,3.0,0.0
6173,D016750,빵류,딸기마카롱도넛,2019,뚜레쥬르,식약처('19),52,225.0,0.0,4.0,0.0,3.0,160.0,0.0,7.0,0.0
6174,D016751,빵류,롱스틱초코도넛,2019,뚜레쥬르,식약처('19),95,330.0,0.0,6.0,0.0,13.0,230.0,0.0,10.0,0.0
6175,D016752,빵류,초코마카롱도넛,2019,뚜레쥬르,식약처('19),52,215.0,0.0,4.0,0.0,3.0,170.0,0.0,6.0,0.0
6176,D016753,빵류,바바리안크림도넛,2019,뚜레쥬르,식약처('19),62,175.0,0.0,3.0,0.0,9.0,210.0,0.0,2.1,0.0
6177,D016754,빵류,스트로베리쨈도넛,2019,뚜레쥬르,식약처('19),62,180.0,0.0,3.0,0.0,9.0,210.0,0.0,1.9,0.0
6178,D016755,빵류,깜파뉴속의리얼초코,2019,뚜레쥬르,식약처('19),130,390.0,0.0,9.0,0.0,27.0,460.0,0.0,5.0,0.0
6179,D016756,빵류,몽블랑패스트리,2019,뚜레쥬르,식약처('19),88,330.0,0.0,6.0,0.0,8.0,380.0,0.0,15.0,0.0
6180,D016757,빵류,크림치즈데니쉬,2019,뚜레쥬르,식약처('19),75,305.0,0.0,6.0,0.0,16.0,250.0,0.0,7.0,0.0
6181,D016758,빵류,NEW 파이스틱,2019,뚜레쥬르,식약처('19),40,170.0,0.0,2.0,0.0,5.0,120.0,0.0,7.0,0.0
6182,D016759,빵류,고구마파이,2019,뚜레쥬르,식약처('19),86,285.0,0.0,5.0,0.0,11.0,250.0,0.0,11.0,0.0
6183,D016760,빵류,밤패스트리,2019,뚜레쥬르,식약처('19),162,530.0,0.0,10.0,0.0,30.0,620.0,0.0,14.0,0.0
6184,D016761,빵류,에그타르트,2019,뚜레쥬르,식약처('19),45,145.0,0.0,2.0,0.0,6.0,70.0,0.0,4.7,0.0
6185,D016762,빵류,블랙올리브치즈브레드,2019,뚜레쥬르,식약처('19),86,255.0,0.0,8.0,0.0,2.0,530.0,0.0,2.9,0.0
6186,D016763,빵류,바게트토스트,2019,뚜레쥬르,식약처('19),83,240.0,0.0,8.0,0.0,10.0,350.0,0.0,3.4,0.0
6187,D016764,빵류,건포도빵,2019,뚜레쥬르,식약처('19),78,245.0,0.0,6.0,0.0,7.0,350.0,0.0,0.8,0.0
6188,D016765,빵류,진한초콜릿깜파뉴,2019,뚜레쥬르,식약처('19),74,195.0,0.0,5.0,0.0,9.0,300.0,0.0,2.1,0.0
6189,D016766,빵류,순꿀 바게트,2019,뚜레쥬르,식약처('19),100,295.0,0.0,8.0,0.0,11.0,430.0,0.0,2.5,0.0
6190,D016767,빵류,프랑스바게트,2019,뚜레쥬르,식약처('19),89,230.0,0.0,9.0,0.0,0.7,510.0,0.0,0.2,0.0
6191,D016768,빵류,마늘스틱,2019,뚜레쥬르,식약처('19),42,170.0,0.0,3.0,0.0,4.0,250.0,0.0,4.1,0.0
6192,D016769,빵류,호두바게트,2019,뚜레쥬르,식약처('19),137,455.0,0.0,14.0,0.0,2.0,740.0,0.0,1.4,0.0
6193,D016770,빵류,플레인베이글,2019,뚜레쥬르,식약처('19),105,295.0,0.0,12.0,0.0,12.0,440.0,0.0,1.5,0.0
6194,D016771,빵류,블루베리베이글,2019,뚜레쥬르,식약처('19),105,320.0,0.0,11.0,0.0,17.0,340.0,0.0,1.8,0.0
6195,D016772,빵류,어니언베이글,2019,뚜레쥬르,식약처('19),105,305.0,0.0,11.0,0.0,14.0,440.0,0.0,1.8,0.0
6196,D016773,빵류,통밀빵,2019,뚜레쥬르,식약처('19),250,765.0,0.0,19.0,0.0,36.0,770.0,0.0,8.0,0.0
6197,D016774,빵류,미니치즈롤,2019,뚜레쥬르,식약처('19),18,50.0,0.0,2.0,0.0,0.7,105.0,0.0,0.7,0.0
6198,D016775,빵류,치즈듬뿍 순꿀꽃,2019,뚜레쥬르,식약처('19),180,540.0,0.0,22.0,0.0,13.0,810.0,0.0,14.0,0.0
6199,D016776,빵류,소시지카레양파빵,2019,뚜레쥬르,식약처('19),124,335.0,0.0,13.0,0.0,6.0,550.0,0.0,7.0,0.0
6200,D016777,빵류,미니데니쉬,2019,뚜레쥬르,식약처('19),25,100.0,0.0,2.0,0.0,5.0,80.0,0.0,2.3,0.0
6201,D016778,빵류,사각후랑크패스트리,2019,뚜레쥬르,식약처('19),53,215.0,0.0,4.0,0.0,11.0,180.0,0.0,5.0,0.0
6202,D016779,빵류,감자 베이컨 롤,2019,뚜레쥬르,식약처('19),95,270.0,0.0,8.0,0.0,13.0,330.0,0.0,9.0,0.0
6203,D016780,빵류,추억의 사라다 고로케,2019,뚜레쥬르,식약처('19),127,355.0,0.0,6.0,0.0,8.0,380.0,0.0,6.0,0.0
6204,D016781,빵류,미니햄치즈롤(봉),2019,뚜레쥬르,식약처('19),208,555.0,0.0,22.0,0.0,5.0,1370.0,0.0,8.0,0.0
6205,D016782,빵류,트윈에그브레드,2019,뚜레쥬르,식약처('19),105,250.0,0.0,11.0,0.0,7.0,410.0,0.0,5.0,0.0
6206,D016783,빵류,피자토스트,2019,뚜레쥬르,식약처('19),101,245.0,0.0,11.0,0.0,5.0,510.0,0.0,4.7,0.0
6207,D016784,빵류,쫄깃한피자빵,2019,뚜레쥬르,식약처('19),107,235.0,0.0,7.0,0.0,7.0,330.0,0.0,3.7,0.0
6208,D016785,빵류,폭신폭신모닝롤,2019,뚜레쥬르,식약처('19),180,750.0,0.0,19.0,0.0,31.0,980.0,0.0,18.0,0.0
6209,D016786,빵류,후랑크패스트리,2019,뚜레쥬르,식약처('19),104,425.0,0.0,9.0,0.0,21.0,350.0,0.0,10.0,0.0
6210,D016787,빵류,사르르 초코 생크림 쉬폰,2019,뚜레쥬르,식약처('19),396,1130.0,0.0,13.0,0.0,90.0,320.0,0.0,37.0,0.0
6211,D016788,빵류,"4랑해, 나도",2019,뚜레쥬르,식약처('19),673,1920.0,0.0,25.0,0.0,1145.0,590.0,0.0,63.0,0.0
6212,D016789,빵류,우리유자 롤케이크,2019,뚜레쥬르,식약처('19),100,370.0,0.0,6.0,0.0,21.0,141.0,0.0,3.9,0.0
6213,D016790,빵류,볼빨간 사과 생크림,2019,뚜레쥬르,식약처('19),542,1475.0,0.0,16.0,0.0,150.0,580.0,0.0,37.0,0.0
6214,D016791,빵류,부드러운 고구마 라떼 케이크,2019,뚜레쥬르,식약처('19),832,2530.0,0.0,40.0,0.0,123.0,620.0,0.0,94.0,0.0
6215,D016792,빵류,진한 우유 생크림 케이크 1호,2019,뚜레쥬르,식약처('19),810,1420.0,0.0,25.0,0.0,84.0,570.0,0.0,47.0,0.0
6216,D016793,빵류,크레이프 케이크,2019,뚜레쥬르,식약처('19),74,200.0,0.0,5.0,0.0,10.0,50.0,0.0,4.0,0.0
6217,D016794,빵류,진한 우유 생크림 케이크 2호,2019,뚜레쥬르,식약처('19),1021,1580.0,0.0,30.0,0.0,104.0,710.0,0.0,48.0,0.0
6218,D016795,빵류,바닐라 초코 하트,2019,뚜레쥬르,식약처('19),79,255.0,0.0,4.0,0.0,14.0,60.0,0.0,10.0,0.0
6219,D016796,빵류,떠먹는 쿠키앤크림 볼,2019,뚜레쥬르,식약처('19),70,245.0,0.0,3.0,0.0,13.0,95.0,0.0,10.0,0.0
6220,D016797,빵류,러브 블루베리 케이크,2019,뚜레쥬르,식약처('19),58,250.0,0.0,2.0,0.0,14.0,18.0,0.0,8.0,0.0
6221,D016798,빵류,클래식모카케이크,2019,뚜레쥬르,식약처('19),70,280.0,0.0,4.0,0.0,18.0,65.0,0.0,8.0,0.0
6222,D016799,빵류,흑당 카스테라,2019,뚜레쥬르,식약처('19),100,1519.0,0.0,7.0,0.0,39.0,100.0,0.0,0.6,0.0
6223,D016800,빵류,사르르~ 생크림 쉬폰,2019,뚜레쥬르,식약처('19),333,940.0,0.0,11.0,0.0,71.0,260.0,0.0,31.0,0.0
6224,D016801,빵류,생크림케이크1호C,2019,뚜레쥬르,식약처('19),562,1535.0,0.0,23.0,0.0,99.0,480.0,0.0,53.0,0.0
6225,D016802,빵류,생크림케이크1호A,2019,뚜레쥬르,식약처('19),500,1310.0,0.0,16.0,0.0,79.0,330.0,0.0,52.0,0.0
6226,D016803,빵류,생크림케이크2호E,2019,뚜레쥬르,식약처('19),705,2025.0,0.0,32.0,0.0,136.0,680.0,0.0,66.0,0.0
6227,D016804,빵류,생크림케이크2호D,2019,뚜레쥬르,식약처('19),717,1960.0,0.0,31.0,0.0,144.0,680.0,0.0,61.0,0.0
6228,D016805,빵류,오!해피 복숭아 케이크,2019,뚜레쥬르,식약처('19),72,205.0,0.0,3.0,0.0,18.0,90.0,0.0,5.0,0.0
6229,D016806,과자류,유자레몬마카롱,2019,뚜레쥬르,식약처('19),25,95.0,0.0,2.0,0.0,8.0,15.0,0.0,3.0,0.0
6230,D016807,빵류,채석장에 간 띠띠뽀와 디젤,2019,뚜레쥬르,식약처('19),100,350.0,0.0,5.0,0.0,22.0,150.0,0.0,11.0,0.0
